,name,id,nametype,recclass,massg,fall,date,reclat,reclong,GeoLocation,mass,masslog,year,place,region,country
13441,Naruna (a),16916,Valid,H4,672.3,Found,01/01/1935 12:00:00 AM,30.95,-98.26666999999999,"(30.950000, -98.266670)",0.6723,1.6723,1935,Lampasas,Texas,United States
13442,Naruna (b),16917,Valid,H4,513.3,Found,01/01/1942 12:00:00 AM,30.95,-98.28333,"(30.950000, -98.283330)",0.5133,1.5133,1942,Lampasas,Texas,United States
13443,Naryilco,16918,Valid,LL6,27000.0,Found,01/01/1975 12:00:00 AM,-28.6,141.15,"(-28.600000, 141.150000)",27.0,28.0,1975,Innamincka,South Australia,Australia
13444,Näs,16919,Valid,LL6,375.0,Found,01/01/1907 12:00:00 AM,59.183330000000005,12.21667,"(59.183330, 12.216670)",0.375,1.375,1907,Bengtsfors,Vaestra Goetaland,Sweden
13445,Nashville (iron),16920,Valid,Iron,18000.0,Found,01/01/1934 12:00:00 AM,35.96667,-77.96667,"(35.966670, -77.966670)",18.0,19.0,1934,Nashville,North Carolina,United States
13446,Nashville (stone),16921,Valid,L6,25000.0,Found,01/01/1939 12:00:00 AM,37.45,-98.41667,"(37.450000, -98.416670)",25.0,26.0,1939,Medicine Lodge,Kansas,United States
13447,Navajo,16926,Valid,"Iron, IIAB",2184000.0,Found,01/01/1921 12:00:00 AM,35.33333,-109.5,"(35.333330, -109.500000)",2184.0,2185.0,1921,Houck,Arizona,United States
13448,Naviska,48657,Valid,"Iron, IAB complex",147.0,Found,01/01/2004 12:00:00 AM,32.5,-111.28,"(32.500000, -111.280000)",0.147,1.147,2004,Avra Valley,Arizona,United States
13449,Nazareth (a),16928,Valid,L6,44.0,Found,01/01/1938 12:00:00 AM,34.5,-102.25,"(34.500000, -102.250000)",0.044,1.044,1938,Dimmitt,Texas,United States
13450,Nazareth (b),16929,Valid,L6,3600.0,Found,01/01/1967 12:00:00 AM,34.5,-102.25,"(34.500000, -102.250000)",3.6,4.6,1967,Dimmitt,Texas,United States
13451,Nazareth (c),16930,Valid,H5,222.0,Found,01/01/1970 12:00:00 AM,34.58333,-102.08333,"(34.583330, -102.083330)",0.222,1.222,1970,Hart,Texas,United States
13452,Nazareth (d),16931,Valid,H6,1500.0,Found,01/01/1968 12:00:00 AM,34.58333,-102.08333,"(34.583330, -102.083330)",1.5,2.5,1968,Hart,Texas,United States
13453,Nazareth (e),16932,Valid,H6,13100.0,Found,01/01/1977 12:00:00 AM,34.58333,-102.05,"(34.583330, -102.050000)",13.1,14.1,1977,Hart,Texas,United States
13455,Needles,16936,Valid,"Iron, IID",45300.0,Found,01/01/1962 12:00:00 AM,34.44417,-114.8325,"(34.444170, -114.832500)",45.3,46.3,1962,Needles,California,United States
13456,Needmore,16937,Valid,OC,1793.0,Found,01/01/1976 12:00:00 AM,34.04472,-102.79916999999999,"(34.044720, -102.799170)",1.793,2.793,1976,Muleshoe,Texas,United States
13457,Neenach,16938,Valid,L6,13800.0,Found,01/01/1948 12:00:00 AM,34.8,-118.5,"(34.800000, -118.500000)",13.8,14.8,1948,Green Valley,California,United States
13458,Negrillos,16939,Valid,"Iron, IIAB",28500.0,Found,01/01/1936 12:00:00 AM,-19.883329999999997,-69.83333,"(-19.883330, -69.833330)",28.5,29.5,1936,Iquique,Tarapaca,Chile
13459,Nelson County,16942,Valid,"Iron, IIIF",73030.0,Found,01/01/1856 12:00:00 AM,37.75,-85.5,"(37.750000, -85.500000)",73.03,74.03,1856,Bardstown,Kentucky,United States
13460,Nenntmannsdorf,16943,Valid,"Iron, IIAB",12500.0,Found,01/01/1872 12:00:00 AM,50.96667,13.95,"(50.966670, 13.950000)",12.5,13.5,1872,Pirna,Saxony,Germany
13461,Neptune Mountains,16944,Valid,"Iron, IAB complex",1070.0,Found,01/01/1964 12:00:00 AM,-83.25,-55.0,"(-83.250000, -55.000000)",1.07,2.0700000000000003,1964,Ushuaia,Tierra del Fuego,Argentina
13462,Ness County (1894),16946,Valid,L6,82000.0,Found,01/01/1894 12:00:00 AM,38.5,-99.6,"(38.500000, -99.600000)",82.0,83.0,1894,La Crosse,Kansas,United States
13463,Ness County (1938),16947,Valid,H4,652.0,Found,01/01/1938 12:00:00 AM,38.48333,-99.91667,"(38.483330, -99.916670)",0.652,1.6520000000000001,1938,Ness City,Kansas,United States
13464,Netschaëvo,16949,Valid,"Iron, IIE-an",250000.0,Found,01/01/1846 12:00:00 AM,54.23333,35.15,"(54.233330, 35.150000)",250.0,251.0,1846,Meshchovsk,Kaluga,Russia
13465,New Almelo,16951,Valid,L5,8000.0,Found,01/01/1917 12:00:00 AM,39.66667,-100.0,"(39.666670, -100.000000)",8.0,9.0,1917,Norton,Kansas,United States
13466,New Baltimore,16952,Valid,"Iron, ungrouped",20000.0,Found,01/01/1922 12:00:00 AM,40.0,-78.85,"(40.000000, -78.850000)",20.0,21.0,1922,Central City,Pennsylvania,United States
13467,New Deal,52094,Valid,H6,266.0,Found,01/01/2010 12:00:00 AM,33.721,-101.8389,"(33.721000, -101.838900)",0.266,1.266,2010,Abernathy,Texas,United States
13468,New Leipzig,16955,Valid,"Iron, IAB-MG",20000.0,Found,01/01/1936 12:00:00 AM,46.36667,-101.95,"(46.366670, -101.950000)",20.0,21.0,1936,Mott,North Dakota,United States
13469,New Lynn,16956,Valid,L6,800.0,Found,01/01/1986 12:00:00 AM,33.17,-101.63833000000001,"(33.170000, -101.638330)",0.8,1.8,1986,Tahoka,Texas,United States
13470,New Mexico,16957,Valid,Iron,130.0,Found,01/01/1935 12:00:00 AM,34.5,-107.0,"(34.500000, -107.000000)",0.13,1.13,1935,Jarales,New Mexico,United States
13471,New Moore (a),16958,Valid,OC,100.3,Found,01/01/1972 12:00:00 AM,33.11667,-102.11667,"(33.116670, -102.116670)",0.1003,1.1003,1972,Brownfield,Texas,United States
13473,New Raymer,30758,Valid,LL4,3400.0,Found,01/01/1995 12:00:00 AM,40.62583,-103.84033000000001,"(40.625830, -103.840330)",3.4,4.4,1995,Fort Morgan,Colorado,United States
13474,New Westville,16961,Valid,"Iron, IVA",4800.0,Found,01/01/1941 12:00:00 AM,39.8,-84.81667,"(39.800000, -84.816670)",4.8,5.8,1941,New Paris,Ohio,United States
13475,New York,55760,Valid,"Iron, IIIAB",2950.0,Found,01/01/1965 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",2.95,3.95,1965,Takoradi,Western,Ghana
13476,Newport,16962,Valid,"Pallasite, PMG",5600.0,Found,01/01/1923 12:00:00 AM,35.6,-91.26666999999999,"(35.600000, -91.266670)",5.6,6.6,1923,Newport,Arkansas,United States
13477,Newsom,16963,Valid,L6,892.0,Found,01/01/1939 12:00:00 AM,37.6,-105.83333,"(37.600000, -105.833330)",0.892,1.892,1939,Alamosa East,Colorado,United States
13478,Niagara,16969,Valid,"Iron, IAB-sLL",115.0,Found,01/01/1879 12:00:00 AM,48.0,-97.93333,"(48.000000, -97.933330)",0.115,1.115,1879,Larimore,North Dakota,United States
13479,Nicolás Levalle,52413,Valid,L5,60000.0,Found,01/01/1956 12:00:00 AM,-38.85028,-62.878890000000006,"(-38.850280, -62.878890)",60.0,61.0,1956,Medanos,Buenos Aires,Argentina
13480,Nieder Finow,16971,Valid,"Iron, IAB complex",287.0,Found,01/01/1950 12:00:00 AM,52.833330000000004,13.933329999999998,"(52.833330, 13.933330)",0.287,1.287,1950,Niederfinow,Brandenburg,Germany
13481,Nilpena,16978,Valid,Ureilite-pmict,173.0,Found,01/01/1975 12:00:00 AM,-31.08333,138.3,"(-31.083330, 138.300000)",0.173,1.173,1975,Quorn,South Australia,Australia
13482,Nimberrin,16979,Valid,L6,786.0,Found,01/01/1970 12:00:00 AM,-31.51667,117.96667,"(-31.516670, 117.966670)",0.786,1.786,1970,Merredin,Western Australia,Australia
13483,Nochtuisk,16986,Valid,Iron,8.0,Found,01/01/1876 12:00:00 AM,59.98333,117.58333,"(59.983330, 117.583330)",0.008,1.008,1876,Suntar,Sakha,Russia
13484,Nocoleche,16987,Valid,"Iron, IC-an",20000.0,Found,01/01/1895 12:00:00 AM,-29.866670000000003,144.21667,"(-29.866670, 144.216670)",20.0,21.0,1895,Bourke,New South Wales,Australia
13485,Noktat Addagmar,47710,Valid,LL5,779.0,Found,01/01/2006 12:00:00 AM,25.7025,-10.78167,"(25.702500, -10.781670)",0.779,1.779,2006,Smara,,Western Sahara
13486,Nora Creina,16990,Valid,L4,283.5,Found,01/01/1962 12:00:00 AM,-37.31667,139.85,"(-37.316670, 139.850000)",0.2835,1.2835,1962,Millicent,South Australia,Australia
13487,Norcateur,16991,Valid,L6,3200.0,Found,01/01/1940 12:00:00 AM,39.81667,-100.2,"(39.816670, -100.200000)",3.2,4.2,1940,Norton,Kansas,United States
13488,Nordheim,16992,Valid,"Iron, ungrouped",15150.0,Found,01/01/1932 12:00:00 AM,28.866670000000003,-97.61667,"(28.866670, -97.616670)",15.15,16.15,1932,Runge,Texas,United States
13489,Norfolk,16993,Valid,"Iron, IIIAB",23000.0,Found,01/01/1907 12:00:00 AM,36.9,-76.3,"(36.900000, -76.300000)",23.0,24.0,1907,Norfolk,Virginia,United States
13490,Norin-Shibir,16995,Valid,"Iron, ungrouped",3.5,Found,01/01/1900 12:00:00 AM,51.85,107.91667,"(51.850000, 107.916670)",0.0035,1.0035,1900,Onokhoy,Respublika Buryatiya,Russia
13491,Norquín,16996,Valid,"Iron, IIIAB",19250.0,Found,01/01/1945 12:00:00 AM,-37.71667,-70.61667,"(-37.716670, -70.616670)",19.25,20.25,1945,El Huecu,Neuquen,Argentina
13492,Norristown,16997,Valid,"Iron, IIIAB",4200.0,Found,01/01/1965 12:00:00 AM,32.51667,-82.55,"(32.516670, -82.550000)",4.2,5.2,1965,Soperton,Georgia,United States
13493,North Chile,17001,Valid,"Iron, IIAB",300000.0,Found,01/01/1875 12:00:00 AM,-23.0,-69.0,"(-23.000000, -69.000000)",300.0,301.0,1875,Calama,Antofagasta,Chile
13494,North East Reid,17002,Valid,H5,38.6,Found,01/01/1969 12:00:00 AM,-30.03333,129.01667,"(-30.033330, 129.016670)",0.0386,1.0386,1969,Ceduna,South Australia,Australia
13496,Northwest Africa 025,17035,Valid,L6,510.0,Found,01/01/1999 12:00:00 AM,30.33333,-5.83333,"(30.333330, -5.833330)",0.51,1.51,1999,Zagora,Souss-Massa-Draa,Morocco
13497,North Haig,17004,Valid,Ureilite-pmict,964.0,Found,01/01/1961 12:00:00 AM,-30.21667,126.21667,"(-30.216670, 126.216670)",0.964,1.964,1961,Stoneville,Western Australia,Australia
13499,North West Forrest (E6),17007,Valid,EL6,4400.0,Found,01/01/1971 12:00:00 AM,-30.6,127.81667,"(-30.600000, 127.816670)",4.4,5.4,1971,Ceduna,South Australia,Australia
13501,Northampton,17009,Valid,Iron,353.0,Found,01/01/1963 12:00:00 AM,42.31667,-72.63333,"(42.316670, -72.633330)",0.353,1.353,1963,Northampton,Massachusetts,United States
13502,Northbranch,17010,Valid,H5,76000.0,Found,01/01/1972 12:00:00 AM,39.99167,-98.34167,"(39.991670, -98.341670)",76.0,77.0,1972,Red Cloud,Nebraska,United States
13504,Northwest Africa 002,17012,Valid,EL6,234.4,Found,01/01/1999 12:00:00 AM,29.91667,-5.58333,"(29.916670, -5.583330)",0.2344,1.2344,1999,Mhamid,Souss-Massa-Draa,Morocco
13505,Northwest Africa 009,17019,Valid,L5,4.0,Found,01/01/1999 12:00:00 AM,31.5,-4.25,"(31.500000, -4.250000)",0.004,1.004,1999,Jorf,Meknes-Tafilalet,Morocco
13507,Northwest Africa 032,17042,Valid,Lunar (basalt),300.0,Found,01/01/1999 12:00:00 AM,30.366670000000003,-5.05,"(30.366670, -5.050000)",0.3,1.3,1999,Jebel Tiskaouine,Meknes-Tafilalet,Morocco
13509,Northwest Africa 034,17044,Valid,L4,3500.0,Found,01/01/1999 12:00:00 AM,32.05,-3.03333,"(32.050000, -3.033330)",3.5,4.5,1999,Bechar,Bechar,Algeria
13511,Northwest Africa 052,17062,Valid,L5,1088.0,Found,01/01/1998 12:00:00 AM,31.116670000000003,-5.183330000000001,"(31.116670, -5.183330)",1.088,2.088,1998,Alnif,Meknes-Tafilalet,Morocco
13512,Northwest Africa 161,17371,Valid,H4,296.0,Found,01/01/2000 12:00:00 AM,29.91667,-5.58333,"(29.916670, -5.583330)",0.296,1.296,2000,Mhamid,Souss-Massa-Draa,Morocco
13513,Northwest Africa 1153,32120,Valid,L6,50.0,Found,01/01/1999 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.05,1.05,1999,Takoradi,Western,Ghana
13514,Northwest Africa 1164,32131,Valid,L6,115.0,Found,01/01/2001 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.115,1.115,2001,Takoradi,Western,Ghana
13515,Northwest Africa 1196,17147,Valid,L4/5,43.0,Found,01/01/2001 12:00:00 AM,30.808,-5.85583,"(30.808000, -5.855830)",0.043,1.043,2001,Zagora,Souss-Massa-Draa,Morocco
13516,Northwest Africa 1201,17153,Valid,H4,206.0,Found,01/01/2000 12:00:00 AM,28.00083,-9.27,"(28.000830, -9.270000)",0.206,1.206,2000,Tindouf,Tindouf,Algeria
13517,Northwest Africa 2022,32831,Valid,L6,57.0,Found,01/01/2002 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.057,1.057,2002,Takoradi,Western,Ghana
13518,Northwest Africa 1578,17337,Valid,L6,1549.0,Found,01/01/2001 12:00:00 AM,31.6,-4.38333,"(31.600000, -4.383330)",1.549,2.549,2001,Fezna,Meknes-Tafilalet,Morocco
13519,Northwest Africa 1579,17338,Valid,L5,5200.0,Found,01/01/2001 12:00:00 AM,31.5,-4.85,"(31.500000, -4.850000)",5.2,6.2,2001,Goulmima,Meknes-Tafilalet,Morocco
13520,Northwest Africa 1580,17339,Valid,L6,5700.0,Found,01/01/2001 12:00:00 AM,31.33333,-4.0,"(31.333330, -4.000000)",5.7,6.7,2001,Aoufous,Meknes-Tafilalet,Morocco
13521,Northwest Africa 1581,17340,Valid,L6,50200.0,Found,01/01/2001 12:00:00 AM,31.383329999999997,-4.25,"(31.383330, -4.250000)",50.2,51.2,2001,Jorf,Meknes-Tafilalet,Morocco
13523,Northwest Africa 1664,17399,Valid,Howardite,6310.0,Found,01/01/2002 12:00:00 AM,29.53333,-3.1833299999999998,"(29.533330, -3.183330)",6.31,7.31,2002,Bechar,Bechar,Algeria
13524,Northwest Africa 1717,17432,Valid,LL5-6,6032.0,Found,01/01/2002 12:00:00 AM,21.0,-13.0,"(21.000000, -13.000000)",6.032,7.032,2002,Atar,Adrar,Mauritania
13525,Northwest Africa 2017,17609,Valid,L5,99.2,Found,01/01/2003 12:00:00 AM,31.7,-3.3,"(31.700000, -3.300000)",0.0992,1.0992,2003,Aoufous,Meknes-Tafilalet,Morocco
13526,Northwest Africa 2034,32842,Valid,L4,240.0,Found,01/01/2003 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.24,1.24,2003,Takoradi,Western,Ghana
13527,Northwest Africa 2151,32912,Valid,"Iron, IAB-sHL",417.44,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.41744,1.41744,2004,Takoradi,Western,Ghana
13528,Northwest Africa 2263,30923,Valid,L6,135.0,Found,01/01/2002 12:00:00 AM,27.816670000000002,-7.83333,"(27.816670, -7.833330)",0.135,1.135,2002,Tindouf,Tindouf,Algeria
13529,Northwest Africa 2211,32951,Valid,L,27690.0,Found,01/01/2005 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",27.69,28.69,2005,Takoradi,Western,Ghana
13531,Northwest Africa 2251,30911,Valid,Howardite,17.0,Found,01/01/2001 12:00:00 AM,27.96667,-7.95,"(27.966670, -7.950000)",0.017,1.017,2001,Tindouf,Tindouf,Algeria
13544,Northwest Africa 2265,30925,Valid,L3.8,40.0,Found,01/01/2001 12:00:00 AM,28.66667,-7.53333,"(28.666670, -7.533330)",0.04,1.04,2001,Tata,Guelmim-Es Smara,Morocco
13549,Northwest Africa 4232,35355,Valid,E,124.0,Found,01/01/2005 12:00:00 AM,27.85,-7.8,"(27.850000, -7.800000)",0.124,1.124,2005,Tindouf,Tindouf,Algeria
13551,Northwest Africa 4269,35392,Valid,Eucrite-mmict,54.0,Found,01/01/2004 12:00:00 AM,27.98333,-7.58333,"(27.983330, -7.583330)",0.054,1.054,2004,Tindouf,Tindouf,Algeria
13552,Northwest Africa 4271,35394,Valid,Eucrite-pmict,6.0,Found,01/01/2003 12:00:00 AM,27.95,-7.83333,"(27.950000, -7.833330)",0.006,1.006,2003,Tindouf,Tindouf,Algeria
13553,Northwest Africa 4421,45437,Valid,CO3,249.73,Found,01/01/2006 12:00:00 AM,32.31667,-4.066669999999999,"(32.316670, -4.066670)",0.24972999999999998,1.24973,2006,Errachidia,Meknes-Tafilalet,Morocco
13554,Northwest Africa 4422,45438,Valid,CK4,147.72,Found,01/01/2006 12:00:00 AM,32.26667,-3.4666699999999997,"(32.266670, -3.466670)",0.14772,1.14772,2006,Aoufous,Meknes-Tafilalet,Morocco
13555,Northwest Africa 4424,44942,Valid,LL5,756.0,Found,01/01/2006 12:00:00 AM,21.6,-16.5,"(21.600000, -16.500000)",0.756,1.756,2006,Nouadhibou,Dakhlet Nouadhibou,Mauritania
13558,Northwest Africa 4590,44983,Valid,Angrite,212.8,Found,01/01/2006 12:00:00 AM,30.317079999999997,-4.942880000000001,"(30.317080, -4.942880)",0.21280000000000002,1.2128,2006,Jebel Tiskaouine,Meknes-Tafilalet,Morocco
13559,Northwest Africa 470,17738,Valid,CH3,62.9,Found,01/01/1999 12:00:00 AM,31.98333,-4.1866699999999994,"(31.983330, -4.186670)",0.0629,1.0629,1999,Errachidia,Meknes-Tafilalet,Morocco
13561,Northwest Africa 472,17740,Valid,H4,58.0,Found,01/01/2000 12:00:00 AM,31.968329999999998,-4.146669999999999,"(31.968330, -4.146670)",0.058,1.058,2000,Errachidia,Meknes-Tafilalet,Morocco
13569,Northwest Africa 512,17763,Valid,L4,8000.0,Found,01/01/1999 12:00:00 AM,23.6,-5.0,"(23.600000, -5.000000)",8.0,9.0,1999,Taoudenni,Tombouctou,Mali
13570,Northwest Africa 514,17765,Valid,H5,2472.0,Found,01/01/1999 12:00:00 AM,30.133329999999997,-6.88333,"(30.133330, -6.883330)",2.472,3.472,1999,Taznakht,Souss-Massa-Draa,Morocco
13571,Northwest Africa 539,17786,Valid,LL3.5,2020.0,Found,01/01/2000 12:00:00 AM,31.1,-5.183330000000001,"(31.100000, -5.183330)",2.02,3.02,2000,Alnif,Meknes-Tafilalet,Morocco
13572,Northwest Africa 5429,49146,Valid,L3-6,4205.0,Found,01/01/1998 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",4.205,5.205,1998,Takoradi,Western,Ghana
13573,Northwest Africa 6097,51506,Valid,H4,132.0,Found,01/01/2000 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.132,1.1320000000000001,2000,Takoradi,Western,Ghana
13574,Northwest Africa 6129,51538,Valid,H6,1374.12,Found,01/01/2007 12:00:00 AM,30.45625,-5.48672,"(30.456250, -5.486720)",1.3741199999999998,2.3741199999999996,2007,Zagora,Souss-Massa-Draa,Morocco
13575,Northwest Africa 6203,51736,Valid,"Iron, IAB-MG",35400.0,Found,01/01/2008 12:00:00 AM,30.51667,-4.3,"(30.516670, -4.300000)",35.4,36.4,2008,Jebel Tiskaouine,Meknes-Tafilalet,Morocco
13576,Northwest Africa 6235,51717,Valid,Ureilite,216.0,Found,01/01/2005 12:00:00 AM,30.928,-4.8583300000000005,"(30.928000, -4.858330)",0.216,1.216,2005,Jebel Tiskaouine,Meknes-Tafilalet,Morocco
13578,Northwest Africa 6888,54490,Valid,Lunar,208.0,Found,01/01/2011 12:00:00 AM,24.64283,-14.687829999999998,"(24.642830, -14.687830)",0.208,1.208,2011,Dakhla,Oued Ed-Dahab-Lagouira,Western Sahara
13579,Northwest Africa 6903,53891,Valid,"Iron, IIIAB",50000.0,Found,01/01/2008 12:00:00 AM,32.37167,-6.36,"(32.371670, -6.360000)",50.0,51.0,2008,Beni Mellal,Tadla-Azilal,Morocco
13580,Northwest Africa 6963,54565,Valid,Martian (shergottite),8000.0,Found,01/01/2011 12:00:00 AM,28.002467,-11.131583000000001,"(28.002467, -11.131583)",8.0,9.0,2011,Tan-Tan,Guelmim-Es Smara,Morocco
13581,Northwest Africa 7035,54673,Valid,Eucrite-mmict,816.0,Found,01/01/2012 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.816,1.8159999999999998,2012,Takoradi,Western,Ghana
13582,Northwest Africa 7176,54874,Valid,L3,160.1,Found,01/01/2010 12:00:00 AM,26.01043,-10.33618,"(26.010430, -10.336180)",0.1601,1.1601,2010,Smara,,Western Sahara
13583,Northwest Africa 722,17804,Valid,L-imp melt,1280.0,Found,01/01/2000 12:00:00 AM,31.15,-4.25,"(31.150000, -4.250000)",1.28,2.2800000000000002,2000,Jorf,Meknes-Tafilalet,Morocco
13588,Northwest Africa 733,17815,Valid,L5,319.0,Found,01/01/1999 12:00:00 AM,32.33333,-3.5,"(32.333330, -3.500000)",0.319,1.319,1999,Missour,Fes-Boulemane,Morocco
13590,Northwest Africa 7369,56074,Valid,R5,650.0,Found,01/01/2007 12:00:00 AM,22.2,-13.15,"(22.200000, -13.150000)",0.65,1.65,2007,Zouerat,Tiris Zemmour,Mauritania
13591,Northwest Africa 7370,56073,Valid,Diogenite-olivine,2290.0,Found,01/01/2009 12:00:00 AM,22.83333,-6.183330000000001,"(22.833330, -6.183330)",2.29,3.29,2009,Taoudenni,Tombouctou,Mali
13593,Northwest Africa 7449,56103,Valid,L6,405.0,Found,01/01/2009 12:00:00 AM,24.133329999999997,-13.166670000000002,"(24.133330, -13.166670)",0.405,1.405,2009,Gueltat Zemmour,Laayoune-Boujdour-Sakia El Hamra,Morocco
13594,Northwest Africa 7496,56314,Valid,Eucrite-pmict,788.4,Found,01/01/2012 12:00:00 AM,22.94781,-13.385270000000002,"(22.947810, -13.385270)",0.7884,1.7884,2012,Zouerat,Tiris Zemmour,Mauritania
13595,Northwest Africa 765,17838,Valid,CK4/5,767.0,Found,01/01/2000 12:00:00 AM,31.566670000000002,-4.5166699999999995,"(31.566670, -4.516670)",0.767,1.767,2000,Fezna,Meknes-Tafilalet,Morocco
13598,Northwest Africa 769,17842,Valid,Eucrite,712.0,Found,01/01/2000 12:00:00 AM,31.7025,-4.96833,"(31.702500, -4.968330)",0.712,1.712,2000,Goulmima,Meknes-Tafilalet,Morocco
13599,Northwest Africa 770,17843,Valid,CH3,18.1,Found,01/01/2000 12:00:00 AM,20.34667,-11.83383,"(20.346670, -11.833830)",0.0181,1.0181,2000,Chinguetti,Adrar,Mauritania
13600,Northwest Africa 7701,57150,Valid,CK6,55.0,Found,01/01/2101 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.055,1.055,2101,Takoradi,Western,Ghana
13601,Northwest Africa 771,17844,Valid,Ureilite,313.0,Found,01/01/2000 12:00:00 AM,26.56,-11.5555,"(26.560000, -11.555500)",0.313,1.313,2000,Smara,,Western Sahara
13603,Northwest Africa 773,17846,Valid,Lunar (norite),633.0,Found,01/01/2000 12:00:00 AM,26.76667,-12.81667,"(26.766670, -12.816670)",0.633,1.633,2000,Laayoune / El Aaiun,Oued Ed-Dahab-Lagouira,Western Sahara
13604,Northwest Africa 7755,57166,Valid,Martian (shergottite),30.0,Found,01/01/2013 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.03,1.03,2013,Takoradi,Western,Ghana
13606,Northwest Africa 779,17850,Valid,CV3,200.0,Found,01/01/1999 12:00:00 AM,31.83333,-3.66667,"(31.833330, -3.666670)",0.2,1.2,1999,Aoufous,Meknes-Tafilalet,Morocco
13609,Northwest Africa 828,17857,Valid,H3.0-3.4,738.0,Found,01/01/2000 12:00:00 AM,30.3,-5.91667,"(30.300000, -5.916670)",0.738,1.738,2000,Zagora,Souss-Massa-Draa,Morocco
13611,Northwest Africa 840,17866,Valid,H5,2875.0,Found,01/01/2001 12:00:00 AM,30.19267,-9.036669999999999,"(30.192670, -9.036670)",2.875,3.875,2001,Assads,Souss-Massa-Draa,Morocco
13613,Oberon Bay,17977,Valid,LL6,179.0,Found,01/01/1962 12:00:00 AM,-39.06667,146.35,"(-39.066670, 146.350000)",0.179,1.179,1962,Morwell,Victoria,Australia
13614,Nova Petropolis,17928,Valid,"Iron, IIIAB",305000.0,Found,01/01/1967 12:00:00 AM,-29.433329999999998,-50.91667,"(-29.433330, -50.916670)",305.0,306.0,1967,Canela,Rio Grande do Sul,Brazil
13615,Novorybinskoe,17931,Valid,"Iron, IVA",3055.0,Found,01/01/1937 12:00:00 AM,51.88333,71.25,"(51.883330, 71.250000)",3.055,4.055,1937,Shortandy,Aqmola,Kazakhstan
13616,Novosibirsk,17932,Valid,H5/6,11410.0,Found,01/01/1978 12:00:00 AM,55.0,82.9,"(55.000000, 82.900000)",11.41,12.41,1978,Novosibirsk,Novosibirsk,Russia
13617,Nuevo Laredo,17937,Valid,Eucrite-mmict,500.0,Found,01/01/1950 12:00:00 AM,27.5,-99.5,"(27.500000, -99.500000)",0.5,1.5,1950,Laredo,Texas,United States
13618,Nuleri,17939,Valid,"Iron, IIIAB",120.0,Found,01/01/1902 12:00:00 AM,-27.83333,123.86667,"(-27.833330, 123.866670)",0.12,1.12,1902,Stoneville,Western Australia,Australia
13619,Nullagine,17940,Valid,H5,102.0,Found,01/01/1973 12:00:00 AM,-21.866670000000003,120.11667,"(-21.866670, 120.116670)",0.102,1.102,1973,Newman,Western Australia,Australia
13620,Nullarbor 001,17941,Valid,H5,40000.0,Found,01/01/1935 12:00:00 AM,-31.0,132.0,"(-31.000000, 132.000000)",40.0,41.0,1935,Ceduna,South Australia,Australia
13621,Ocate,48976,Valid,"Iron, IAB-MG",6400.0,Found,01/01/1986 12:00:00 AM,36.29533,-105.04833,"(36.295330, -105.048330)",6.4,7.4,1986,Cimarron,New Mexico,United States
13634,Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,01/01/1926 12:00:00 AM,42.33333,-113.7,"(42.333330, -113.700000)",111.0,112.0,1926,Burley,Idaho,United States
13635,Oakley (stone),17973,Valid,H6,27700.0,Found,01/01/1895 12:00:00 AM,38.95,-101.01666999999999,"(38.950000, -101.016670)",27.7,28.7,1895,Oakley,Kansas,United States
13637,Oberlin,17975,Valid,LL5,2500.0,Found,01/01/1911 12:00:00 AM,39.8,-100.51666999999999,"(39.800000, -100.516670)",2.5,3.5,1911,Oberlin,Kansas,United States
13638,Obernkirchen,17976,Valid,"Iron, IVA",41000.0,Found,01/01/1863 12:00:00 AM,52.26667,9.1,"(52.266670, 9.100000)",41.0,42.0,1863,Ahnsen,Lower Saxony,Germany
13639,Ocotillo,17980,Valid,"Iron, IAB-MG",28570.0,Found,01/01/1990 12:00:00 AM,32.83333,-116.06667,"(32.833330, -116.066670)",28.57,29.57,1990,Seeley,California,United States
13640,Octave Mine,35633,Valid,H5,1304.2,Found,01/01/2004 12:00:00 AM,34.13228,-112.70225,"(34.132280, -112.702250)",1.3042,2.3042,2004,Congress,Arizona,United States
13641,Oczeretna,17981,Valid,H4,130.0,Found,01/01/1871 12:00:00 AM,49.31667,31.51667,"(49.316670, 31.516670)",0.13,1.13,1871,Mleyev,Cherkasy,Ukraine
13642,Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000.0,Found,01/01/1922 12:00:00 AM,31.71667,-102.4,"(31.716670, -102.400000)",1600.0,1601.0,1922,Odessa,Texas,United States
